sitename,Country or Area Name,Full Address,Latitude,Longitude,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,utcoff,stationid,New Station
Hawaii,NA,NA,20.710029,-156.253233,N,444,77,0,20.710029,-156.253233,NA,NA,23,TRUE
Cart_Site,NA,NA,36.60667,-97.48639,N,507,265,0,36.60667,-97.48639,NA,NA,24,TRUE
NSA_YJP_BOREAS,NA,NA,55.903,-98.290001,N,585,262,0,55.903,-98.290001,NA,NA,25,TRUE
FLIN_FLON,NA,NA,54.669998,-101.690002,N,580,252,0,54.669998,-101.690002,NA,NA,26,TRUE
SSA_YJP_BOREAS,NA,NA,53.674999,-104.650002,N,576,242,0,53.674999,-104.650002,NA,NA,27,TRUE
PRINCE_ALBERT,NA,NA,53.200001,-105.699997,N,574,239,0,53.200001,-105.699997,NA,NA,28,TRUE
Bonanza_Creek,NA,NA,64.742805,-148.316269,N,620,102,0,64.742805,-148.316269,NA,NA,29,TRUE
Mauna_Loa,NA,NA,19.536006,-155.576755,N,439,79,0,19.536006,-155.576755,NA,NA,30,TRUE
Thompson,NA,NA,55.799999,-97.849998,N,584,264,0,55.799999,-97.849998,NA,NA,31,TRUE
HJAndrews,NA,NA,44.238609,-122.223892,N,538,186,0,44.238609,-122.223892,NA,NA,32,TRUE
La_Crau,NA,NA,43.5765,4.819,N,535,592,0,43.5765,4.819,NA,NA,33,TRUE
Ukiah,NA,NA,45.13361,-118.918884,N,542,196,0,45.13361,-118.918884,NA,NA,34,TRUE
Wisconsin,NA,NA,46.051888,-89.653725,N,545,290,0,46.051888,-89.653725,NA,NA,35,TRUE
Ji_Parana,NA,NA,-10.86,-61.799999,N,318,379,0,-10.86,-61.799999,NA,NA,36,TRUE
Spokane,NA,NA,47.61972,-117.53389,N,551,201,0,47.61972,-117.53389,NA,NA,37,TRUE
Bondoukoui,NA,NA,11.85,-3.75,N,408,565,0,11.85,-3.75,NA,NA,38,TRUE
Bidi_Bahn,NA,NA,14.06,-2.45,N,417,569,0,14.06,-2.45,NA,NA,39,TRUE
Lille,NA,NA,50.611667,3.141667,N,563,587,0,50.611667,3.141667,NA,NA,40,TRUE
Park_Brasilia,NA,NA,-15.743333,-47.916668,N,298,424,0,-15.743333,-47.916668,NA,NA,41,TRUE
Albany_Oregon,NA,NA,44.583332,-123.066666,N,539,183,0,44.583332,-123.066666,NA,NA,42,TRUE
Biggs,NA,NA,39.450001,-121.73333,N,519,187,0,39.450001,-121.73333,NA,NA,43,TRUE
Chapada,NA,NA,-15.360644,-55.830143,N,300,398,0,-15.360644,-55.830143,NA,NA,44,TRUE
Jaru,NA,NA,-10.386164,-62.547749,N,319,377,0,-10.386164,-62.547749,NA,NA,45,TRUE
JARU_TOWN,NA,NA,-10.443056,-62.467778,N,319,377,0,-10.443056,-62.467778,NA,NA,46,TRUE
Agri_School,NA,NA,-10.080833,-56.180279,N,321,397,0,-10.080833,-56.180279,NA,NA,47,TRUE
Teles_Peres,NA,NA,-9.667945,-56.02,N,322,398,0,-9.667945,-56.02,NA,NA,48,TRUE
Red_Bluff,NA,NA,40.150002,-122.25,N,522,186,0,40.150002,-122.25,NA,NA,49,TRUE
Pullman,NA,NA,46.75,-117.191666,N,548,202,0,46.75,-117.191666,NA,NA,50,TRUE
Bordman,NA,NA,45.816666,-119.666664,N,544,194,0,45.816666,-119.666664,NA,NA,51,TRUE
White_Sands,NA,NA,32.918999,-106.350998,N,493,237,0,32.918999,-106.350998,NA,NA,52,TRUE
GORDO_rest,NA,NA,-15.401,-55.993,N,299,398,0,-15.401,-55.993,NA,NA,53,TRUE
Missoula,NA,NA,46.916668,-114.083336,N,549,212,0,46.916668,-114.083336,NA,NA,54,TRUE
Owens_Lake,NA,NA,36.487778,-117.870697,N,507,200,0,36.487778,-117.870697,NA,NA,55,TRUE
Capo_Verde,NA,NA,16.7325,-22.935499,N,428,504,0,16.7325,-22.935499,NA,NA,56,TRUE
Ouagadougou,NA,NA,12.42413,-1.48723,N,411,572,0,12.42413,-1.48723,NA,NA,57,TRUE
UCSB,NA,NA,34.415428,-119.84536,N,499,193,0,34.415428,-119.84536,NA,NA,58,TRUE
Jug_Bay,NA,NA,38.766666,-76.778099,N,516,331,0,38.766666,-76.778099,NA,NA,59,TRUE
SERC,NA,NA,38.888901,-76.555795,N,517,332,0,38.888901,-76.555795,NA,NA,60,TRUE
Burtonsville,NA,NA,39.093714,-76.949881,N,517,331,0,39.093714,-76.949881,NA,NA,61,TRUE
Gaithersburg,NA,NA,39.133335,-77.208336,N,518,330,0,39.133335,-77.208336,NA,NA,62,TRUE
La_Jolla,NA,NA,32.86846,-117.25113,N,492,202,0,32.86846,-117.25113,NA,NA,63,TRUE
SS_OJP_BOREAS,NA,NA,53.916,-104.69,N,577,242,0,53.916,-104.69,NA,NA,64,TRUE
Kasama,NA,NA,-10.21697,31.136159,N,320,677,0,-10.21697,31.136159,NA,NA,65,TRUE
Boulder,NA,NA,39.991466,-105.260832,N,521,240,0,39.991466,-105.260832,NA,NA,66,TRUE
McMurdo,NA,NA,-77.625,162.883331,N,50,1098,0,-77.625,162.883331,NA,NA,67,TRUE
Barcelona,NA,NA,41.38925,2.11206,N,527,584,0,41.38925,2.11206,NA,NA,68,TRUE
OBS-SSA,NA,NA,53.985,-105.12,N,577,241,0,53.985,-105.12,NA,NA,69,TRUE
CANDLE_LAKE,NA,NA,53.733,-105.267,N,576,240,0,53.733,-105.267,NA,NA,70,TRUE
Paddockwood,NA,NA,53.507889,-105.561817,N,575,239,0,53.507889,-105.561817,NA,NA,71,TRUE
Hong_Kong_Hok_Tsui,NA,NA,22.2097,114.258,N,450,943,0,22.2097,114.258,NA,NA,72,TRUE
SEDE_BOKER,NA,NA,30.855,34.782222,N,484,688,0,30.855,34.782222,NA,NA,73,TRUE
Madison,NA,NA,43.07,-89.41,N,533,291,0,43.07,-89.41,NA,NA,74,TRUE
Tuxtla_Gutierrez,NA,NA,16.754722,-93.152222,N,428,279,0,16.754722,-93.152222,NA,NA,75,TRUE
Tenosique,NA,NA,17.4875,-91.425556,N,431,284,0,17.4875,-91.425556,NA,NA,76,TRUE
Trinidad_Head,NA,NA,41.05392,-124.15102,N,525,180,0,41.05392,-124.15102,NA,NA,77,TRUE
Dead_Horse,NA,NA,69.428333,-148.698333,N,639,101,0,69.428333,-148.698333,NA,NA,78,TRUE
CARTEL,NA,NA,45.379754,-71.93133,N,543,347,0,45.379754,-71.93133,NA,NA,79,TRUE
Toronto,NA,NA,43.79,-79.47,N,536,323,0,43.79,-79.47,NA,NA,80,TRUE
North_Slope,NA,NA,69.627333,-148.6665,N,640,101,0,69.627333,-148.6665,NA,NA,81,TRUE
Mongu,NA,NA,-15.253611,23.150833,N,300,651,0,-15.253611,23.150833,NA,NA,82,TRUE
El_Refugio,NA,NA,-14.766388,-62.034722,N,302,378,0,-14.766388,-62.034722,NA,NA,83,TRUE
SANTA_CRUZ,NA,NA,-17.802133,-63.177717,N,290,375,0,-17.802133,-63.177717,NA,NA,84,TRUE
Campo_Grande,NA,NA,-20.45,-54.616667,N,279,402,0,-20.45,-54.616667,NA,NA,85,TRUE
Uberlandia,NA,NA,-18.9,-48.28333,N,285,422,0,-18.9,-48.28333,NA,NA,86,TRUE
Alianca,NA,NA,-14.733333,-47.533333,N,302,425,0,-14.733333,-47.533333,NA,NA,87,TRUE
CAMPO_VERDE,NA,NA,-15.561667,-55.175,N,299,400,0,-15.561667,-55.175,NA,NA,88,TRUE
Pantanal,NA,NA,-16.3955,-56.621833,N,295,396,0,-16.3955,-56.621833,NA,NA,89,TRUE
Potosi_Mine,NA,NA,-9.23092,-62.863328,N,324,376,0,-9.23092,-62.863328,NA,NA,90,TRUE
Repressa_Samuel,NA,NA,-8.755167,-63.459333,N,326,374,0,-8.755167,-63.459333,NA,NA,91,TRUE
Flor_De_Oro,NA,NA,-13.553056,-61.013889,N,307,382,0,-13.553056,-61.013889,NA,NA,92,TRUE
Banizoumbou,NA,NA,13.54693,2.66519,N,415,586,0,13.54693,2.66519,NA,NA,93,TRUE
Lanai,NA,NA,20.735,-156.921667,N,444,75,0,20.735,-156.921667,NA,NA,94,TRUE
Coconut_Island,NA,NA,21.4329,-157.789717,N,447,72,0,21.4329,-157.789717,NA,NA,95,TRUE
OceolaNF,NA,NA,30.205278,-82.442778,N,482,313,0,30.205278,-82.442778,NA,NA,96,TRUE
JonesERC,NA,NA,31.23083,-84.471111,N,486,307,0,31.23083,-84.471111,NA,NA,97,TRUE
TallTimbers,NA,NA,30.664167,-84.23889,N,484,307,0,30.664167,-84.23889,NA,NA,98,TRUE
OkefenokeeNWR,NA,NA,30.741111,-82.128611,N,484,314,0,30.741111,-82.128611,NA,NA,99,TRUE
Bermuda,NA,NA,32.37,-64.696111,N,490,370,0,32.37,-64.696111,NA,NA,100,TRUE
Dry_Tortugas,NA,NA,24.628056,-82.871944,N,460,312,0,24.628056,-82.871944,NA,NA,101,TRUE
JUNGFRAU,NA,NA,46.54748,7.984993,N,547,603,0,46.54748,7.984993,NA,NA,102,TRUE
Ascension_Island,NA,NA,-7.976389,-14.414722,N,329,531,0,-7.976389,-14.414722,NA,NA,103,TRUE
Windsor_B,NA,NA,42.283,-83.083,N,530,311,0,42.283,-83.083,NA,NA,104,TRUE
Barbados,NA,NA,13.148575,-59.624122,N,414,386,0,13.148575,-59.624122,NA,NA,105,TRUE
Tahiti,NA,NA,-17.5769,-149.6063,N,291,98,0,-17.5769,-149.6063,NA,NA,106,TRUE
MALE,NA,NA,4.191667,73.529167,N,378,812,0,4.191667,73.529167,NA,NA,107,TRUE
Tamihua,NA,NA,21.260717,-97.44245,N,446,265,0,21.260717,-97.44245,NA,NA,108,TRUE
Barrow,NA,NA,71.3122,-156.665,N,646,76,0,71.3122,-156.665,NA,NA,109,TRUE
T0_MAX_MEX,NA,NA,19.489944,-99.1485,N,439,260,0,19.489944,-99.1485,NA,NA,110,TRUE
Quarzazate,NA,NA,30.939,-6.909,N,485,555,0,30.939,-6.909,NA,NA,111,TRUE
REUNION_ST_DENIS,NA,NA,-20.90139,55.48474,N,277,755,0,-20.90139,55.48474,NA,NA,112,TRUE
Tromelin,NA,NA,-15.889167,54.517333,N,297,751,0,-15.889167,54.517333,NA,NA,113,TRUE
Rame_Head,NA,NA,50.317132,-4.219809,N,562,563,0,50.317132,-4.219809,NA,NA,114,TRUE
Dakar,NA,NA,14.394167,-16.958611,N,419,523,0,14.394167,-16.958611,NA,NA,115,TRUE
CRETE,NA,NA,35.337667,25.667833,N,502,659,0,35.337667,25.667833,NA,NA,116,TRUE
Guadeloup,NA,NA,16.22492,-61.528378,N,426,380,0,16.22492,-61.528378,NA,NA,117,TRUE
Aire_Adour,NA,NA,43.7,0.25,N,536,578,0,43.7,0.25,NA,NA,118,TRUE
Miami,NA,NA,25.72292,-80.27972,N,464,320,0,25.72292,-80.27972,NA,NA,119,TRUE
Sterling,NA,NA,38.98333,-77.46667,N,517,329,0,38.98333,-77.46667,NA,NA,120,TRUE
Sandy_Hook,NA,NA,40.448056,-73.99333,N,523,340,0,40.448056,-73.99333,NA,NA,121,TRUE
BONDVILLE,NA,NA,40.053333,-88.371944,N,521,294,0,40.053333,-88.371944,NA,NA,122,TRUE
Kaloma,NA,NA,-14.86,24.8275,N,302,656,0,-14.86,24.8275,NA,NA,123,TRUE
Mfuwe,NA,NA,-13.256667,31.930833,N,308,679,0,-13.256667,31.930833,NA,NA,124,TRUE
MISR-JPL,NA,NA,34.199,-118.17439,N,498,199,0,34.199,-118.17439,NA,NA,125,TRUE
Senanga,NA,NA,-16.108889,23.293333,N,297,652,0,-16.108889,23.293333,NA,NA,126,TRUE
Los_Fieros,NA,NA,-14.55,-60.616667,N,303,383,0,-14.55,-60.616667,NA,NA,127,TRUE
LOS_FIEROS_98,NA,NA,-14.556,-60.929,N,303,382,0,-14.556,-60.929,NA,NA,128,TRUE
NEW_YORK,NA,NA,40.77,-74,N,524,340,0,40.77,-74,NA,NA,129,TRUE
Zambezi,NA,NA,-13.533167,23.107194,N,307,651,0,-13.533167,23.107194,NA,NA,130,TRUE
Cheritan,NA,NA,37.289478,-75.971778,N,510,334,0,37.289478,-75.971778,NA,NA,131,TRUE
Las_Cardes,NA,NA,-30.250833,-71.257778,N,240,349,0,-30.250833,-71.257778,NA,NA,132,TRUE
Bratts_Lake,NA,NA,50.204238,-104.713013,N,562,242,0,50.204238,-104.713013,NA,NA,133,TRUE
Tombstone,NA,NA,31.742,-110.05,N,488,225,0,31.742,-110.05,NA,NA,134,TRUE
Dalanzadgad,NA,NA,43.577222,104.419167,N,535,911,0,43.577222,104.419167,NA,NA,135,TRUE
Ulaangom,NA,NA,49.973035,92.078183,N,561,872,0,49.973035,92.078183,NA,NA,136,TRUE
Venise,NA,NA,45.3139,12.5083,N,542,617,0,45.3139,12.5083,NA,NA,137,TRUE
T1_MAX_MEX,NA,NA,19.703067,-98.98195,N,440,260,0,19.703067,-98.98195,NA,NA,138,TRUE
Joberg,NA,NA,-26.186133,28.029167,N,256,667,0,-26.186133,28.029167,NA,NA,139,TRUE
Manaus,NA,NA,-2.59908,-60.03864,N,351,385,0,-2.59908,-60.03864,NA,NA,140,TRUE
Windsor_M,NA,NA,42.17,-82.87,N,530,312,0,42.17,-82.87,NA,NA,141,TRUE
Xanthi,NA,NA,41.146767,24.91895,N,526,657,0,41.146767,24.91895,NA,NA,142,TRUE
Krasnoyarsk,NA,NA,55.983333,92.766667,N,585,874,0,55.983333,92.766667,NA,NA,143,TRUE
San_Nicolas,NA,NA,33.256889,-119.486972,N,494,195,0,33.256889,-119.486972,NA,NA,144,TRUE
Sesheke,NA,NA,-17.48083,24.303889,N,291,655,0,-17.48083,24.303889,NA,NA,145,TRUE
Izana,NA,NA,28.30932,-16.49906,N,474,524,0,28.30932,-16.49906,NA,NA,146,TRUE
Tenerife,NA,NA,28.033333,-16.633333,N,473,524,0,28.033333,-16.633333,NA,NA,147,TRUE
Lunar_Lake,NA,NA,38.390083,-115.988383,N,515,206,0,38.390083,-115.988383,NA,NA,148,TRUE
Teide,NA,NA,28.27,-16.639,N,474,524,0,28.27,-16.639,NA,NA,149,TRUE
Sioux_Falls,NA,NA,43.736481,-96.625991,N,536,268,0,43.736481,-96.625991,NA,NA,150,TRUE
Walker_Branch,NA,NA,35.958333,-84.2875,N,505,307,0,35.958333,-84.2875,NA,NA,151,TRUE
Niabrara,NA,NA,42.764833,-100.02,N,532,257,0,42.764833,-100.02,NA,NA,152,TRUE
Egbert,NA,NA,44.231543,-79.781414,N,538,322,0,44.231543,-79.781414,NA,NA,153,TRUE
Ispra,NA,NA,45.80305,8.6267,N,544,605,0,45.80305,8.6267,NA,NA,154,TRUE
Mainz,NA,NA,49.999,8.3,N,561,604,0,49.999,8.3,NA,NA,155,TRUE
Ben_McDhui,NA,NA,-30.710833,27.6175,N,238,665,0,-30.710833,27.6175,NA,NA,156,TRUE
Brookhaven,NA,NA,40.866,-72.8847,N,524,344,0,40.866,-72.8847,NA,NA,157,TRUE
Saturn_Island,NA,NA,48.775252,-123.128177,N,556,183,0,48.775252,-123.128177,NA,NA,158,TRUE
Latoya,NA,NA,-15.678133,23.299883,N,298,652,0,-15.678133,23.299883,NA,NA,159,TRUE
Kaashidhoo,NA,NA,4.965,73.466,N,381,812,0,4.965,73.466,NA,NA,160,TRUE
Surinam,NA,NA,5.8,-55.2,N,384,400,0,5.8,-55.2,NA,NA,161,TRUE
Oyster,NA,NA,37.295044,-75.933192,N,510,334,0,37.295044,-75.933192,NA,NA,162,TRUE
NCU_Taiwan,NA,NA,24.967662,121.187508,N,461,965,0,24.967662,121.187508,NA,NA,163,TRUE
Ilorin,NA,NA,8.4841,4.6745,N,395,592,0,8.4841,4.6745,NA,NA,164,TRUE
Concepcion,NA,NA,-16.138167,-62.028,N,296,379,0,-16.138167,-62.028,NA,NA,165,TRUE
Dongsha_Island,NA,NA,20.698556,116.728833,N,444,951,0,20.698556,116.728833,NA,NA,166,TRUE
Chao_Jou,NA,NA,22.513056,120.529167,N,451,963,0,22.513056,120.529167,NA,NA,167,TRUE
Arica,NA,NA,-18.471667,-70.313333,N,287,352,0,-18.471667,-70.313333,NA,NA,168,TRUE
Tinga_Tingana,NA,NA,-28.975833,139.990933,N,245,1025,0,-28.975833,139.990933,NA,NA,169,TRUE
Monclova,NA,NA,25.95,-101.47,N,465,252,0,25.95,-101.47,NA,NA,170,TRUE
Aguascalientes,NA,NA,21.7,-102.32,N,448,250,0,21.7,-102.32,NA,NA,171,TRUE
MCO-Hanimaadhoo,NA,NA,6.77635,73.183183,N,388,811,0,6.77635,73.183183,NA,NA,172,TRUE
NASA_LaRC,NA,NA,37.10496,-76.37864,N,509,333,0,37.10496,-76.37864,NA,NA,173,TRUE
Pickle_Lake,NA,NA,51.449444,-90.2175,N,567,288,0,51.449444,-90.2175,NA,NA,174,TRUE
IMAA_Potenza,NA,NA,40.601254,15.7237,N,523,627,0,40.601254,15.7237,NA,NA,175,TRUE
Andros_Island,NA,NA,24.7,-77.8,N,460,328,0,24.7,-77.8,NA,NA,176,TRUE
Kejimkujik,NA,NA,44.383333,-65.2833,N,539,368,0,44.383333,-65.2833,NA,NA,177,TRUE
Skukuza,NA,NA,-24.9917,31.5875,N,261,678,0,-24.9917,31.5875,NA,NA,178,TRUE
Bahrain,NA,NA,26.20805,50.609267,N,466,739,0,26.20805,50.609267,NA,NA,179,TRUE
Table_Mountain,NA,NA,40.125,-105.237,N,521,240,0,40.125,-105.237,NA,NA,180,TRUE
TABLE_MOUNTAIN_CA,NA,NA,34.38,-117.68,N,499,200,0,34.38,-117.68,NA,NA,181,TRUE
Howland,NA,NA,45.2041,-68.7402,N,542,357,0,45.2041,-68.7402,NA,NA,182,TRUE
Chequamegon,NA,NA,45.933333,-90.25,N,545,288,0,45.933333,-90.25,NA,NA,183,TRUE
USDA,NA,NA,39.029999,-76.879997,N,517,331,0,39.029999,-76.879997,NA,NA,184,TRUE
Honolulu,NA,NA,21.3172,-157.8861,N,446,72,0,21.3172,-157.8861,NA,NA,185,TRUE
St_John_Island,NA,NA,18.32,-64.73,N,434,370,0,18.32,-64.73,NA,NA,186,TRUE
Barnaul,NA,NA,53.341667,83.772222,N,574,845,0,53.341667,83.772222,NA,NA,187,TRUE
Bethlehem,NA,NA,-28.248333,28.333333,N,248,668,0,-28.248333,28.333333,NA,NA,188,TRUE
Solar_Village,NA,NA,24.906933,46.397286,N,461,725,0,24.906933,46.397286,NA,NA,189,TRUE
Abracos_Hill,NA,NA,-10.76,-62.358333,N,318,377,0,-10.76,-62.358333,NA,NA,190,TRUE
EOPACE1,NA,NA,36.182167,-75.75075,N,506,335,0,36.182167,-75.75075,NA,NA,191,TRUE
EOPACE2,NA,NA,36.183583,-75.744717,N,506,335,0,36.183583,-75.744717,NA,NA,192,TRUE
Mexico_City,NA,NA,19.333611,-99.181667,N,438,260,0,19.333611,-99.181667,NA,NA,193,TRUE
Carlsbad,NA,NA,32.368833,-104.233167,N,490,243,0,32.368833,-104.233167,NA,NA,194,TRUE
Buena_Vista,NA,NA,35.22,-119.26,N,502,195,0,35.22,-119.26,NA,NA,195,TRUE
Rimrock,NA,NA,46.4875,-116.991667,N,547,203,0,46.4875,-116.991667,NA,NA,196,TRUE
Chinhae,NA,NA,35.1558,128.652433,N,502,989,0,35.1558,128.652433,NA,NA,197,TRUE
Albuquerque,NA,NA,35.051672,-106.535836,N,501,236,0,35.051672,-106.535836,NA,NA,198,TRUE
Kolimbari,NA,NA,35.533333,23.783333,N,503,653,0,35.533333,23.783333,NA,NA,199,TRUE
Helgoland,NA,NA,54.177861,7.887361,N,578,602,0,54.177861,7.887361,NA,NA,200,TRUE
Tahoe_City,NA,NA,39.1733,-120.135,N,518,193,0,39.1733,-120.135,NA,NA,201,TRUE
Nauru,NA,NA,-0.5206,166.9159,N,359,1111,0,-0.5206,166.9159,NA,NA,202,TRUE
Shelton,NA,NA,40.750064,-98.760286,N,524,261,0,40.750064,-98.760286,NA,NA,203,TRUE
Creteil,NA,NA,48.7885,2.442783,N,556,585,0,48.7885,2.442783,NA,NA,204,TRUE
Mont_Joli,NA,NA,48.64,-68.156,N,556,359,0,48.64,-68.156,NA,NA,205,TRUE
Marina,NA,NA,36.806284,-121.787993,N,508,187,0,36.806284,-121.787993,NA,NA,206,TRUE
Gotland,NA,NA,57.916667,18.95,N,593,638,0,57.916667,18.95,NA,NA,207,TRUE
Konza,NA,NA,39.0825,-96.559667,N,517,268,0,39.0825,-96.559667,NA,NA,208,TRUE
Sopot,NA,NA,54.450833,18.564722,N,579,636,0,54.450833,18.564722,NA,NA,209,TRUE
Clermont_Ferrand,NA,NA,45.772435,2.964332,N,544,586,0,45.772435,2.964332,NA,NA,210,TRUE
Palaiseau,NA,NA,48.7116,2.215,N,556,584,0,48.7116,2.215,NA,NA,211,TRUE
Saclay,NA,NA,48.73333,2.16666,N,556,584,0,48.73333,2.16666,NA,NA,212,TRUE
Paris,NA,NA,48.846797,2.355508,N,556,585,0,48.846797,2.355508,NA,NA,213,TRUE
Toulouse,NA,NA,43.574722,1.373889,N,535,581,0,43.574722,1.373889,NA,NA,214,TRUE
Moldova,NA,NA,47.0008,28.8156,N,549,669,0,47.0008,28.8156,NA,NA,215,TRUE
MD_Science_Center,NA,NA,39.28123,-76.612052,N,518,332,0,39.28123,-76.612052,NA,NA,216,TRUE
GOA_INDIA,NA,NA,15.4525,73.806111,N,423,813,0,15.4525,73.806111,NA,NA,217,TRUE
Dharwar,NA,NA,15.428611,74.988611,N,423,817,0,15.428611,74.988611,NA,NA,218,TRUE
Aguas_Emendadas,NA,NA,-15.58175,-47.6563,N,299,424,0,-15.58175,-47.6563,NA,NA,219,TRUE
Belterra,NA,NA,-2.648483,-54.95165,N,350,401,0,-2.648483,-54.95165,NA,NA,220,TRUE
Balbina,NA,NA,-1.916983,-59.4868,N,353,387,0,-1.916983,-59.4868,NA,NA,221,TRUE
CEILAP-BA,NA,NA,-34.555425,-58.506411,N,223,390,0,-34.555425,-58.506411,NA,NA,222,TRUE
Anmyon,NA,NA,36.538537,126.330194,N,507,981,0,36.538537,126.330194,NA,NA,223,TRUE
Katibougou,NA,NA,12.916667,-7.532,N,413,553,0,12.916667,-7.532,NA,NA,224,TRUE
Cordoba-CETT,NA,NA,-31.524075,-64.463682,N,235,371,0,-31.524075,-64.463682,NA,NA,225,TRUE
Dead_Sea,NA,NA,31.1,35.45,N,485,690,0,31.1,35.45,NA,NA,226,TRUE
COVE,NA,NA,36.9,-75.71,N,509,335,0,36.9,-75.71,NA,NA,227,TRUE
China_Lake,NA,NA,35.6741,-117.744533,N,504,200,0,35.6741,-117.744533,NA,NA,228,TRUE
Tremiti,NA,NA,42.117965,15.490115,N,529,627,0,42.117965,15.490115,NA,NA,229,TRUE
IMS-METU-ERDEMLI,NA,NA,36.565,34.255,N,507,687,0,36.565,34.255,NA,NA,230,TRUE
Avignon,NA,NA,43.93275,4.878067,N,537,593,0,43.93275,4.878067,NA,NA,231,TRUE
Mammoth_Lake,NA,NA,37.616667,-119.033333,N,511,196,0,37.616667,-119.033333,NA,NA,232,TRUE
Rogers_Dry_Lake,NA,NA,34.92555,-117.885,N,501,200,0,34.92555,-117.885,NA,NA,233,TRUE
Stennis,NA,NA,30.368014,-89.616667,N,482,290,0,30.368014,-89.616667,NA,NA,234,TRUE
El_Arenosillo,NA,NA,37.105,-6.733472,N,509,555,0,37.105,-6.733472,NA,NA,235,TRUE
UCLA,NA,NA,34.069605,-118.442752,N,497,198,0,34.069605,-118.442752,NA,NA,236,TRUE
Nes_Ziona,NA,NA,31.9225,34.789167,N,489,688,0,31.9225,34.789167,NA,NA,237,TRUE
Maricopa,NA,NA,33.069023,-111.972298,N,493,219,0,33.069023,-111.972298,NA,NA,238,TRUE
Inhaca,NA,NA,-26.040583,32.905,N,257,682,0,-26.040583,32.905,NA,NA,239,TRUE
Kyiv,NA,NA,50.363611,30.496667,N,562,675,0,50.363611,30.496667,NA,NA,240,TRUE
Churchill,NA,NA,58.736,-93.818167,N,596,277,0,58.736,-93.818167,NA,NA,241,TRUE
IMC_Oristano,NA,NA,39.91,8.5,N,521,604,0,39.91,8.5,NA,NA,242,TRUE
Azores,NA,NA,38.53,-28.63,N,515,485,0,38.53,-28.63,NA,NA,243,TRUE
Hamburg,NA,NA,53.568333,9.973333,N,575,609,0,53.568333,9.973333,NA,NA,244,TRUE
KONZA_EDC,NA,NA,39.102328,-96.6096,N,517,268,0,39.102328,-96.6096,NA,NA,245,TRUE
Roosevelt_Roads,NA,NA,18.212336,-65.599456,N,434,367,0,18.212336,-65.599456,NA,NA,246,TRUE
Puerto_Madryn,NA,NA,-42.79,-65.01,N,190,369,0,-42.79,-65.01,NA,NA,247,TRUE
Modena,NA,NA,44.631667,10.945278,N,540,612,0,44.631667,10.945278,NA,NA,248,TRUE
La_Parguera,NA,NA,17.97045,-67.045383,N,433,362,0,17.97045,-67.045383,NA,NA,249,TRUE
Rio_Branco,NA,NA,-9.957467,-67.86935,N,321,360,0,-9.957467,-67.86935,NA,NA,250,TRUE
Lampedusa,NA,NA,35.516667,12.631667,N,503,617,0,35.516667,12.631667,NA,NA,251,TRUE
Maun_Tower,NA,NA,-19.9,23.55,N,281,652,0,-19.9,23.55,NA,NA,252,TRUE
Ndola,NA,NA,-12.995,28.658333,N,309,669,0,-12.995,28.658333,NA,NA,253,TRUE
Solwezi,NA,NA,-12.170667,26.363333,N,312,661,0,-12.170667,26.363333,NA,NA,254,TRUE
Cairo_University,NA,NA,30.026167,31.207317,N,481,677,0,30.026167,31.207317,NA,NA,255,TRUE
Sua_Pan,NA,NA,-20.533333,26.066667,N,279,660,0,-20.533333,26.066667,NA,NA,256,TRUE
Swakopmund,NA,NA,-22.65785,14.564033,N,270,624,0,-22.65785,14.564033,NA,NA,257,TRUE
GISS,NA,NA,40.7977,-73.9599,N,524,340,0,40.7977,-73.9599,NA,NA,258,TRUE
Etosha_Pan,NA,NA,-19.175017,15.914383,N,284,628,0,-19.175017,15.914383,NA,NA,259,TRUE
Mwinilunga,NA,NA,-11.74,24.430667,N,314,655,0,-11.74,24.430667,NA,NA,260,TRUE
Pietersburg,NA,NA,-23.883333,29.45,N,265,671,0,-23.883333,29.45,NA,NA,261,TRUE
Kaoma,NA,NA,-14.792667,24.794833,N,302,656,0,-14.792667,24.794833,NA,NA,262,TRUE
SKUKUZA_AEROPORT,NA,NA,-24.969,31.593,N,261,678,0,-24.969,31.593,NA,NA,263,TRUE
Osaka,NA,NA,34.650933,135.590633,N,500,1011,0,34.650933,135.590633,NA,NA,264,TRUE
Bucarest,NA,NA,44.45,26.525,N,539,662,0,44.45,26.525,NA,NA,265,TRUE
Shirahama,NA,NA,33.69345,135.356917,N,496,1010,0,33.69345,135.356917,NA,NA,266,TRUE
BSRN_BAO_Boulder,NA,NA,40.045183,-105.006033,N,521,241,0,40.045183,-105.006033,NA,NA,267,TRUE
Kanpur,NA,NA,26.512778,80.231639,N,467,834,0,26.512778,80.231639,NA,NA,268,TRUE
Midway_Island,NA,NA,28.209833,-177.378333,N,474,9,0,28.209833,-177.378333,NA,NA,269,TRUE
Billerica,NA,NA,42.528347,-71.268619,N,531,349,0,42.528347,-71.268619,NA,NA,270,TRUE
Moscow_MSU_MO,NA,NA,55.706947,37.522019,N,584,697,0,55.706947,37.522019,NA,NA,271,TRUE
Minsk,NA,NA,53.92,27.601,N,577,665,0,53.92,27.601,NA,NA,272,TRUE
Beijing,NA,NA,39.97689,116.38137,N,521,949,0,39.97689,116.38137,NA,NA,273,TRUE
NUIST,NA,NA,32.206483,118.71715,N,490,957,0,32.206483,118.71715,NA,NA,274,TRUE
