sitename,Country or Area Name,Full Address,Latitude,Longitude,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,utcoff,stationid,New Station
Ningbo,NA,NA,29.859945,121.546872,N,480,966,0,29.859945,121.546872,NA,NA,275,TRUE
Qiandaohu,NA,NA,29.555717,119.052633,N,479,958,0,29.555717,119.052633,NA,NA,276,TRUE
Shanghi_Met,NA,NA,31.221383,121.548517,N,486,966,0,31.221383,121.548517,NA,NA,277,TRUE
Shanghi_Minhang,NA,NA,31.13045,121.39734,N,486,965,0,31.13045,121.39734,NA,NA,278,TRUE
Perth,NA,NA,-32.008056,115.893611,N,233,948,0,-32.008056,115.893611,NA,NA,279,TRUE
Kelowna,NA,NA,49.955333,-119.373,N,561,195,0,49.955333,-119.373,NA,NA,280,TRUE
CEILAP-UTN,NA,NA,-34.659722,-58.468611,N,222,390,0,-34.659722,-58.468611,NA,NA,281,TRUE
New_Delhi,NA,NA,28.630467,77.1751,N,476,824,0,28.630467,77.1751,NA,NA,282,TRUE
Okinawa,NA,NA,26.356667,127.768333,N,466,986,0,26.356667,127.768333,NA,NA,283,TRUE
Kuopio,NA,NA,62.892414,27.633606,N,613,665,0,62.892414,27.633606,NA,NA,284,TRUE
Agoufou,NA,NA,15.3454,-1.479117,N,422,572,0,15.3454,-1.479117,NA,NA,285,TRUE
Sao_Paulo,NA,NA,-23.5615,-46.734983,N,267,427,0,-23.5615,-46.734983,NA,NA,286,TRUE
MPI_Mainz,NA,NA,49.992,8.2375,N,561,603,0,49.992,8.2375,NA,NA,287,TRUE
Seoul_SNU,NA,NA,37.458056,126.951111,N,511,983,0,37.458056,126.951111,NA,NA,288,TRUE
Angiola,NA,NA,35.947,-119.538,N,505,194,0,35.947,-119.538,NA,NA,289,TRUE
Al_Dhafra,NA,NA,24.254278,54.549667,N,458,752,0,24.254278,54.549667,NA,NA,290,TRUE
SteamboatSpring,NA,NA,40.404867,-106.807117,N,523,235,0,40.404867,-106.807117,NA,NA,291,TRUE
Rome_Tor_Vergata,NA,NA,41.83955,12.647333,N,528,617,0,41.83955,12.647333,NA,NA,292,TRUE
SMHI,NA,NA,58.58,16.15,N,595,629,0,58.58,16.15,NA,NA,293,TRUE
Rottnest_Island,NA,NA,-32.000103,115.501667,N,233,947,0,-32.000103,115.501667,NA,NA,294,TRUE
THALA,NA,NA,35.55,8.683333,N,503,605,0,35.55,8.683333,NA,NA,295,TRUE
Gosan_SNU,NA,NA,33.292222,126.161667,N,494,981,0,33.292222,126.161667,NA,NA,296,TRUE
CUIABA-MIRANDA,NA,NA,-15.73091,-56.07086,N,298,398,0,-15.73091,-56.07086,NA,NA,297,TRUE
XiangHe,NA,NA,39.7536,116.9615,N,520,951,0,39.7536,116.9615,NA,NA,298,TRUE
Orizaba,NA,NA,19.106111,-97.324167,N,437,266,0,19.106111,-97.324167,NA,NA,299,TRUE
Dunhuang,NA,NA,40.03838,94.794,N,521,880,0,40.03838,94.794,NA,NA,300,TRUE
Bragansa,NA,NA,-0.834,-46.641,N,358,428,0,-0.834,-46.641,NA,NA,301,TRUE
Noto,NA,NA,37.334444,137.136944,N,510,1016,0,37.334444,137.136944,NA,NA,302,TRUE
Leipzig,NA,NA,51.3525,12.435278,N,566,617,0,51.3525,12.435278,NA,NA,303,TRUE
Inner_Mongolia,NA,NA,42.68319,115.9537,N,532,948,0,42.68319,115.9537,NA,NA,304,TRUE
Lan_Yu_Island,NA,NA,22.037306,121.558111,N,449,966,0,22.037306,121.558111,NA,NA,305,TRUE
Yulin,NA,NA,38.283333,109.716667,N,514,928,0,38.283333,109.716667,NA,NA,306,TRUE
BORDEAUX,NA,NA,44.788028,-0.579167,N,540,575,0,44.788028,-0.579167,NA,NA,307,TRUE
Marseille,NA,NA,43.2824,5.383817,N,534,594,0,43.2824,5.383817,NA,NA,308,TRUE
Realtor,NA,NA,43.48555,5.383817,N,535,594,0,43.48555,5.383817,NA,NA,309,TRUE
Vinon,NA,NA,43.709233,5.75865,N,536,595,0,43.709233,5.75865,NA,NA,310,TRUE
Railroad_Valley,NA,NA,38.497,-115.691,N,515,207,0,38.497,-115.691,NA,NA,311,TRUE
Oostende,NA,NA,51.225,2.925,N,566,586,0,51.225,2.925,NA,NA,312,TRUE
Homburi,NA,NA,15.329167,-1.546667,N,422,572,0,15.329167,-1.546667,NA,NA,313,TRUE
Philadelphia,NA,NA,40.035667,-75.004667,N,521,337,0,40.035667,-75.004667,NA,NA,314,TRUE
Davos,NA,NA,46.81281,9.84369,N,548,608,0,46.81281,9.84369,NA,NA,315,TRUE
Penn_State_Univ,NA,NA,40.7421,-78.0809,N,524,327,0,40.7421,-78.0809,NA,NA,316,TRUE
Lochiel,NA,NA,49.028,-122.602,N,557,185,0,49.028,-122.602,NA,NA,317,TRUE
Santiago,NA,NA,-33.489633,-70.717033,N,227,351,0,-33.489633,-70.717033,NA,NA,318,TRUE
Rochester,NA,NA,43.2337,-77.5864,N,534,329,0,43.2337,-77.5864,NA,NA,319,TRUE
Big_Meadows,NA,NA,38.521944,-78.436111,N,515,326,0,38.521944,-78.436111,NA,NA,320,TRUE
Tarbes,NA,NA,43.25,0.083333,N,534,577,0,43.25,0.083333,NA,NA,321,TRUE
Biarritz,NA,NA,43.483333,-1.55,N,535,572,0,43.483333,-1.55,NA,NA,322,TRUE
Pic_du_midi,NA,NA,42.937217,0.1413,N,533,577,0,42.937217,0.1413,NA,NA,323,TRUE
CCNY,NA,NA,40.821313,-73.949036,N,524,340,0,40.821313,-73.949036,NA,NA,324,TRUE
The_Hague,NA,NA,52.11048,4.32682,N,569,591,0,52.11048,4.32682,NA,NA,325,TRUE
Columbia_SC,NA,NA,34.022803,-81.036333,N,497,318,0,34.022803,-81.036333,NA,NA,326,TRUE
Jabiru,NA,NA,-12.6607,132.8931,N,310,1002,0,-12.6607,132.8931,NA,NA,327,TRUE
Lake_Argyle,NA,NA,-16.1081,128.7485,N,297,989,0,-16.1081,128.7485,NA,NA,328,TRUE
Munich_University,NA,NA,48.148,11.573,N,554,614,0,48.148,11.573,NA,NA,329,TRUE
Lecce_University,NA,NA,40.335111,18.111389,N,522,635,0,40.335111,18.111389,NA,NA,330,TRUE
Coleambally,NA,NA,-34.8101,146.0644,N,222,1044,0,-34.8101,146.0644,NA,NA,331,TRUE
Tarbes_Etal,NA,NA,43.224033,0.049283,N,534,577,0,43.224033,0.049283,NA,NA,332,TRUE
Kuwait_University,NA,NA,29.325,47.971,N,478,731,0,29.325,47.971,NA,NA,333,TRUE
Hermosillo,NA,NA,29.074722,-110.96,N,477,222,0,29.074722,-110.96,NA,NA,334,TRUE
Yekaterinburg,NA,NA,57.038333,59.545,N,589,768,0,57.038333,59.545,NA,NA,335,TRUE
Mussafa,NA,NA,24.371667,54.466667,N,458,751,0,24.371667,54.466667,NA,NA,336,TRUE
Tomsk,NA,NA,56.475351,85.04806,N,587,849,0,56.475351,85.04806,NA,NA,337,TRUE
London-UCL-UAO,NA,NA,51.52427,-0.131101,N,567,577,0,51.52427,-0.131101,NA,NA,338,TRUE
Yakutsk,NA,NA,61.661667,129.366667,N,608,991,0,61.661667,129.366667,NA,NA,339,TRUE
ATHENS-NOA,NA,NA,37.9721,23.718,N,513,653,0,37.9721,23.718,NA,NA,340,TRUE
Dahkla,NA,NA,23.716667,-15.95,N,456,526,0,23.716667,-15.95,NA,NA,341,TRUE
ISDGM_CNR,NA,NA,45.436981,12.331982,N,543,616,0,45.436981,12.331982,NA,NA,342,TRUE
Taipei_CWB,NA,NA,25.014683,121.53837,N,461,966,0,25.014683,121.53837,NA,NA,343,TRUE
Chen-Kung_Univ,NA,NA,22.993419,120.204664,N,453,962,0,22.993419,120.204664,NA,NA,344,TRUE
Fontainebleau,NA,NA,48.406667,2.680278,N,555,586,0,48.406667,2.680278,NA,NA,345,TRUE
Munich_Maisach,NA,NA,48.209,11.258,N,554,613,0,48.209,11.258,NA,NA,346,TRUE
Norfolk_State_Univ,NA,NA,36.848,-76.259,N,508,333,0,36.848,-76.259,NA,NA,347,TRUE
Monterey,NA,NA,36.59255,-121.854867,N,507,187,0,36.59255,-121.854867,NA,NA,348,TRUE
Belsk,NA,NA,51.836667,20.791667,N,568,644,0,51.836667,20.791667,NA,NA,349,TRUE
Fresno,NA,NA,36.781733,-119.773167,N,508,194,0,36.781733,-119.773167,NA,NA,350,TRUE
IHOP-Homestead,NA,NA,36.558333,-100.606183,N,507,255,0,36.558333,-100.606183,NA,NA,351,TRUE
Toravere,NA,NA,58.264895,26.466823,N,594,662,0,58.264895,26.466823,NA,NA,352,TRUE
Corcoran,NA,NA,36.10343,-119.5661,N,505,194,0,36.10343,-119.5661,NA,NA,353,TRUE
Andenes,NA,NA,69.278333,16.008611,N,638,628,0,69.278333,16.008611,NA,NA,354,TRUE
SMEX,NA,NA,41.936,-93.664,N,529,277,0,41.936,-93.664,NA,NA,355,TRUE
Halifax,NA,NA,44.638,-63.594,N,540,373,0,44.638,-63.594,NA,NA,356,TRUE
Villefranche,NA,NA,43.683889,7.328889,N,536,600,0,43.683889,7.328889,NA,NA,357,TRUE
Jaru_Reserve,NA,NA,-10.083333,-61.933333,N,321,379,0,-10.083333,-61.933333,NA,NA,358,TRUE
CRYSTAL_FACE,NA,NA,25.650167,-80.422167,N,464,320,0,25.650167,-80.422167,NA,NA,359,TRUE
Ji_Parana_UNIR,NA,NA,-10.882212,-61.9686,N,317,379,0,-10.882212,-61.9686,NA,NA,360,TRUE
North_Pole,NA,NA,88.80333,24.25433,N,716,655,0,88.80333,24.25433,NA,NA,361,TRUE
Wits_University,NA,NA,-26.192444,28.028972,N,256,667,0,-26.192444,28.028972,NA,NA,362,TRUE
Ahi_De_Cara,NA,NA,37.12,-3.43,N,509,566,0,37.12,-3.43,NA,NA,363,TRUE
Armilla,NA,NA,37.134258,-3.631519,N,510,565,0,37.134258,-3.631519,NA,NA,364,TRUE
Pitres,NA,NA,36.935778,-3.326081,N,509,566,0,36.935778,-3.326081,NA,NA,365,TRUE
Kuujjuarapik,NA,NA,55.28,-77.76,N,582,328,0,55.28,-77.76,NA,NA,366,TRUE
Porto_Velho,NA,NA,-8.77,-63.95,N,326,372,0,-8.77,-63.95,NA,NA,367,TRUE
FORTH_CRETE,NA,NA,35.332694,25.282417,N,502,658,0,35.332694,25.282417,NA,NA,368,TRUE
AntarcticaDomeC,NA,NA,-75.099953,123.331299,N,61,972,0,-75.099953,123.331299,NA,NA,369,TRUE
Palencia,NA,NA,41.988572,-4.515694,N,529,563,0,41.988572,-4.515694,NA,NA,370,TRUE
Canberra,NA,NA,-35.2713,149.1111,N,220,1054,0,-35.2713,149.1111,NA,NA,371,TRUE
Lannion,NA,NA,48.730833,-3.461944,N,556,566,0,48.730833,-3.461944,NA,NA,372,TRUE
Amsterdam_Island,NA,NA,-37.799544,77.571946,N,210,825,0,-37.799544,77.571946,NA,NA,373,TRUE
Chulalongkorn,NA,NA,13.736111,100.530278,N,416,899,0,13.736111,100.530278,NA,NA,374,TRUE
Omkoi,NA,NA,17.798333,98.431667,N,432,892,0,17.798333,98.431667,NA,NA,375,TRUE
Pimai,NA,NA,15.181944,102.564167,N,422,905,0,15.181944,102.564167,NA,NA,376,TRUE
Hua_Hin,NA,NA,12.634444,99.951111,N,412,897,0,12.634444,99.951111,NA,NA,377,TRUE
Palgrunden,NA,NA,58.755333,13.1515,N,596,619,0,58.755333,13.1515,NA,NA,378,TRUE
Bac_Giang,NA,NA,21.291416,106.225472,N,446,917,0,21.291416,106.225472,NA,NA,379,TRUE
Bac_Lieu,NA,NA,9.28,105.73,N,398,915,0,9.28,105.73,NA,NA,380,TRUE
Cabo_Raso,NA,NA,38.70937,-9.48587,N,516,547,0,38.70937,-9.48587,NA,NA,381,TRUE
Carpentras,NA,NA,44.083333,5.058333,N,537,593,0,44.083333,5.058333,NA,NA,382,TRUE
Kellogg_LTER,NA,NA,42.407983,-85.371717,N,531,304,0,42.407983,-85.371717,NA,NA,383,TRUE
Rossfeld,NA,NA,48.335139,7.62475,N,554,601,0,48.335139,7.62475,NA,NA,384,TRUE
Cabauw,NA,NA,51.971,4.927,N,569,593,0,51.971,4.927,NA,NA,385,TRUE
Longyearbyen,NA,NA,78.222833,15.649,N,674,627,0,78.222833,15.649,NA,NA,386,TRUE
Riverside_Park,NA,NA,38.716667,-77.066667,N,516,330,0,38.716667,-77.066667,NA,NA,387,TRUE
Rockville,NA,NA,39.056085,-77.129582,N,517,330,0,39.056085,-77.129582,NA,NA,388,TRUE
The_Mall,NA,NA,38.889522,-77.030917,N,517,331,0,38.889522,-77.030917,NA,NA,389,TRUE
Greenbelt_Park,NA,NA,38.746,-76.89355,N,516,331,0,38.746,-76.89355,NA,NA,390,TRUE
Worthington_ES,NA,NA,39.244536,-76.792985,N,518,331,0,39.244536,-76.792985,NA,NA,391,TRUE
Mt_Royal_ES_MS,NA,NA,39.309093,-76.625087,N,518,332,0,39.309093,-76.625087,NA,NA,392,TRUE
Mt_Washington_ES,NA,NA,39.36631,-76.65459,N,518,332,0,39.36631,-76.65459,NA,NA,393,TRUE
Southeast_MS,NA,NA,39.284685,-76.530643,N,518,332,0,39.284685,-76.530643,NA,NA,394,TRUE
Talmudical_Academy,NA,NA,39.369406,-76.74619,N,518,331,0,39.369406,-76.74619,NA,NA,395,TRUE
Sugarcone,NA,NA,39.384722,-76.685833,N,519,332,0,39.384722,-76.685833,NA,NA,396,TRUE
Frederick_Douglas,NA,NA,39.315484,-76.654572,N,518,332,0,39.315484,-76.654572,NA,NA,397,TRUE
Hamilton_El_MS,NA,NA,39.358986,-76.558236,N,518,332,0,39.358986,-76.558236,NA,NA,398,TRUE
Lakeland_El_MS,NA,NA,39.254146,-76.645314,N,518,332,0,39.254146,-76.645314,NA,NA,399,TRUE
Lansdowne_HS,NA,NA,39.245066,-76.648472,N,518,332,0,39.245066,-76.648472,NA,NA,400,TRUE
Robert_Poole_MS,NA,NA,39.33041,-76.63752,N,518,332,0,39.33041,-76.63752,NA,NA,401,TRUE
Waters_Art_Gallery,NA,NA,39.3,-76.616667,N,518,332,0,39.3,-76.616667,NA,NA,402,TRUE
Patapsco_MS,NA,NA,39.303046,-76.847241,N,518,331,0,39.303046,-76.847241,NA,NA,403,TRUE
Windsor_Corp_Park,NA,NA,39.3265,-76.7545,N,518,331,0,39.3265,-76.7545,NA,NA,404,TRUE
St_Timothys_Lane,NA,NA,39.272724,-76.728612,N,518,331,0,39.272724,-76.728612,NA,NA,405,TRUE
Glendale_Park,NA,NA,39.3837,-76.578817,N,519,332,0,39.3837,-76.578817,NA,NA,406,TRUE
LW-SCAN,NA,NA,34.96047,-97.97884,N,501,263,0,34.96047,-97.97884,NA,NA,407,TRUE
Toulon,NA,NA,43.135556,6.009444,N,534,596,0,43.135556,6.009444,NA,NA,408,TRUE
Dunkerque,NA,NA,51.03535,2.368117,N,565,585,0,51.03535,2.368117,NA,NA,409,TRUE
Irkutsk,NA,NA,51.799797,103.086644,N,568,907,0,51.799797,103.086644,NA,NA,410,TRUE
Evora,NA,NA,38.567833,-7.9115,N,515,552,0,38.567833,-7.9115,NA,NA,411,TRUE
ETNA,NA,NA,37.6135,15.019433,N,511,625,0,37.6135,15.019433,NA,NA,412,TRUE
Sao_Martinho_SONDA,NA,NA,-29.443333,-53.823444,N,243,405,0,-29.443333,-53.823444,NA,NA,413,TRUE
Brasilia_SONDA,NA,NA,-15.60129,-47.71348,N,299,424,0,-15.60129,-47.71348,NA,NA,414,TRUE
Petrolina_SONDA,NA,NA,-9.0691,-40.320108,N,325,448,0,-9.0691,-40.320108,NA,NA,415,TRUE
Campo_Grande_SONDA,NA,NA,-20.438617,-54.538742,N,279,402,0,-20.438617,-54.538742,NA,NA,416,TRUE
Ellington_Field,NA,NA,29.6,-95.18,N,479,272,0,29.6,-95.18,NA,NA,417,TRUE
Hyytiala,NA,NA,61.846447,24.295892,N,608,655,0,61.846447,24.295892,NA,NA,418,TRUE
MVCO,NA,NA,41.325,-70.5667,N,526,351,0,41.325,-70.5667,NA,NA,419,TRUE
Laegeren,NA,NA,47.478349,8.364352,N,551,604,0,47.478349,8.364352,NA,NA,420,TRUE
Egbert_X,NA,NA,44.231543,-79.781414,N,538,322,0,44.231543,-79.781414,NA,NA,421,TRUE
Mace_Head,NA,NA,53.32583,-9.89944,N,574,545,0,53.32583,-9.89944,NA,NA,422,TRUE
Blida,NA,NA,36.508333,2.880556,N,507,586,0,36.508333,2.880556,NA,NA,423,TRUE
Dhabi,NA,NA,24.480556,54.382778,N,459,751,0,24.480556,54.382778,NA,NA,424,TRUE
New_Hampshire_Univ,NA,NA,43.1325,-70.92,N,534,350,0,43.1325,-70.92,NA,NA,425,TRUE
Crozet_Island,NA,NA,-46.434806,51.850361,N,175,743,0,-46.434806,51.850361,NA,NA,426,TRUE
Mukdahan,NA,NA,16.606667,104.676111,N,427,912,0,16.606667,104.676111,NA,NA,427,TRUE
Los_Alamos,NA,NA,35.873583,-106.326067,N,504,237,0,35.873583,-106.326067,NA,NA,428,TRUE
BEIJING_2002,NA,NA,39.933333,116.283333,N,521,949,0,39.933333,116.283333,NA,NA,429,TRUE
Cabo_da_Roca,NA,NA,38.781722,-9.497667,N,516,547,0,38.781722,-9.497667,NA,NA,430,TRUE
Messina,NA,NA,38.1975,15.566833,N,514,627,0,38.1975,15.566833,NA,NA,431,TRUE
Panama_BCI,NA,NA,9.166667,-79.85,N,398,321,0,9.166667,-79.85,NA,NA,432,TRUE
Djougou,NA,NA,9.76007,1.59901,N,400,582,0,9.76007,1.59901,NA,NA,433,TRUE
Gwangju_GIST,NA,NA,35.228278,126.843139,N,502,983,0,35.228278,126.843139,NA,NA,434,TRUE
Thessaloniki,NA,NA,40.63,22.96,N,524,650,0,40.63,22.96,NA,NA,435,TRUE
Rio_Piedras,NA,NA,18.40185,-66.051483,N,435,366,0,18.40185,-66.051483,NA,NA,436,TRUE
Umm_Al_Quwain,NA,NA,25.533333,55.658333,N,463,755,0,25.533333,55.658333,NA,NA,437,TRUE
Abu_Dhabi,NA,NA,24.476111,54.328889,N,459,751,0,24.476111,54.328889,NA,NA,438,TRUE
Ames,NA,NA,42.021361,-93.774778,N,529,277,0,42.021361,-93.774778,NA,NA,439,TRUE
Darwin,NA,NA,-12.424,130.8915,N,311,996,0,-12.424,130.8915,NA,NA,440,TRUE
IER_Cinzana,NA,NA,13.278433,-5.933867,N,414,558,0,13.278433,-5.933867,NA,NA,441,TRUE
Granada,NA,NA,37.164,-3.605,N,510,565,0,37.164,-3.605,NA,NA,442,TRUE
Mezaira,NA,NA,23.10452,53.75466,N,453,749,0,23.10452,53.75466,NA,NA,443,TRUE
Al_Khaznah,NA,NA,24.158611,55.100556,N,458,753,0,24.158611,55.100556,NA,NA,444,TRUE
Hamim,NA,NA,22.966667,54.3,N,453,751,0,22.966667,54.3,NA,NA,445,TRUE
Jabal_Hafeet,NA,NA,24.058217,55.776383,N,457,755,0,24.058217,55.776383,NA,NA,446,TRUE
Al_Qlaa,NA,NA,24.133333,53.033333,N,458,747,0,24.133333,53.033333,NA,NA,447,TRUE
Saada,NA,NA,31.62583,-8.15583,N,488,551,0,31.62583,-8.15583,NA,NA,448,TRUE
Saih_Salam,NA,NA,24.829467,55.312783,N,460,754,0,24.829467,55.312783,NA,NA,449,TRUE
Dhadnah,NA,NA,25.512817,56.324717,N,463,757,0,25.512817,56.324717,NA,NA,450,TRUE
Chebogue_Point,NA,NA,43.747,-66.123,N,536,365,0,43.747,-66.123,NA,NA,451,TRUE
Resolute_Bay,NA,NA,74.705123,-94.969409,N,660,273,0,74.705123,-94.969409,NA,NA,452,TRUE
MAARCO,NA,NA,24.700333,54.658833,N,460,752,0,24.700333,54.658833,NA,NA,453,TRUE
SMART,NA,NA,24.249321,55.612064,N,458,755,0,24.249321,55.612064,NA,NA,454,TRUE
Abu_Al_Bukhoosh,NA,NA,25.495,53.145833,N,463,747,0,25.495,53.145833,NA,NA,455,TRUE
Dalma,NA,NA,24.502222,52.331667,N,459,744,0,24.502222,52.331667,NA,NA,456,TRUE
Sir_Bu_Nuair,NA,NA,25.217825,54.231269,N,462,751,0,25.217825,54.231269,NA,NA,457,TRUE
Pune,NA,NA,18.537255,73.805491,N,435,813,0,18.537255,73.805491,NA,NA,458,TRUE
Nicelli_Airport,NA,NA,45.426444,12.382417,N,543,617,0,45.426444,12.382417,NA,NA,459,TRUE
Santa_Cruz_Tenerife,NA,NA,28.472528,-16.247361,N,475,525,0,28.472528,-16.247361,NA,NA,460,TRUE
Moss_Landing,NA,NA,36.793133,-121.788167,N,508,187,0,36.793133,-121.788167,NA,NA,461,TRUE
Zakum_Field,NA,NA,24.835267,53.613167,N,460,749,0,24.835267,53.613167,NA,NA,462,TRUE
Cape_San_Juan,NA,NA,18.3845,-65.6199,N,435,367,0,18.3845,-65.6199,NA,NA,463,TRUE
Fresno_X,NA,NA,36.781733,-119.773167,N,508,194,0,36.781733,-119.773167,NA,NA,464,TRUE
Sioux_Falls_X,NA,NA,43.736283,-96.625983,N,536,268,0,43.736283,-96.625983,NA,NA,465,TRUE
Kapoho,NA,NA,19.516222,-154.810806,N,439,82,0,19.516222,-154.810806,NA,NA,466,TRUE
Prospect_Hill,NA,NA,32.299314,-64.765092,N,490,370,0,32.299314,-64.765092,NA,NA,467,TRUE
Karlsruhe,NA,NA,49.0933,8.4279,N,557,604,0,49.0933,8.4279,NA,NA,468,TRUE
Bodele,NA,NA,16.883,18.55,N,429,636,0,16.883,18.55,NA,NA,469,TRUE
Gustav_Dalen_Tower,NA,NA,58.59417,17.46683,N,595,633,0,58.59417,17.46683,NA,NA,470,TRUE
Liangning,NA,NA,41.5118,122.7013,N,527,970,0,41.5118,122.7013,NA,NA,471,TRUE
Hornsund,NA,NA,77.00148,15.54028,N,669,627,0,77.00148,15.54028,NA,NA,472,TRUE
Cairo_EMA,NA,NA,30.080767,31.290067,N,481,677,0,30.080767,31.290067,NA,NA,473,TRUE
COVE_SEAPRISM,NA,NA,36.9,-75.71,N,509,335,0,36.9,-75.71,NA,NA,474,TRUE
Fort_McMurray,NA,NA,56.752306,-111.476139,N,588,220,0,56.752306,-111.476139,NA,NA,475,TRUE
Elandsfontein,NA,NA,-26.245342,29.417572,N,256,671,0,-26.245342,29.417572,NA,NA,476,TRUE
OHP_OBSERVATOIRE,NA,NA,43.935,5.71,N,537,595,0,43.935,5.71,NA,NA,477,TRUE
Tonopah_Airport,NA,NA,38.05044,-117.09052,N,513,202,0,38.05044,-117.09052,NA,NA,478,TRUE
Caceres,NA,NA,39.478583,-6.343467,N,519,557,0,39.478583,-6.343467,NA,NA,479,TRUE
Praia,NA,NA,14.947,-23.484,N,421,502,0,14.947,-23.484,NA,NA,480,TRUE
SMART_POL,NA,NA,24.249321,55.612064,N,458,755,0,24.249321,55.612064,NA,NA,481,TRUE
Birdsville,NA,NA,-25.89893,139.34596,N,257,1023,0,-25.89893,139.34596,NA,NA,482,TRUE
Asia1,NA,NA,43.783333,87.65,N,536,857,0,43.783333,87.65,NA,NA,483,TRUE
Taihu,NA,NA,31.421,120.215333,N,487,962,0,31.421,120.215333,NA,NA,484,TRUE
Red_Mountain_Pass,NA,NA,37.907449,-107.710917,N,513,232,0,37.907449,-107.710917,NA,NA,485,TRUE
Asmara,NA,NA,15.342864,38.922392,N,422,702,0,15.342864,38.922392,NA,NA,486,TRUE
Dunedin,NA,NA,-45.863937,170.513644,N,178,1123,0,-45.863937,170.513644,NA,NA,487,TRUE
Chilbolton,NA,NA,51.14446,-1.43698,N,566,572,0,51.14446,-1.43698,NA,NA,488,TRUE
Hefei,NA,NA,31.904722,117.162222,N,489,952,0,31.904722,117.162222,NA,NA,489,TRUE
Trelew,NA,NA,-43.249806,-65.308611,N,188,368,0,-43.249806,-65.308611,NA,NA,490,TRUE
CEILAP-RG,NA,NA,-51.600503,-69.31925,N,155,355,0,-51.600503,-69.31925,NA,NA,491,TRUE
Hong_Kong_PolyU,NA,NA,22.303333,114.179722,N,450,942,0,22.303333,114.179722,NA,NA,492,TRUE
DMN_Maine_Soroa,NA,NA,13.216717,12.023067,N,414,615,0,13.216717,12.023067,NA,NA,493,TRUE
Taichung,NA,NA,24.106167,120.49133,N,457,963,0,24.106167,120.49133,NA,NA,494,TRUE
ICIPE-Mbita,NA,NA,-0.431525,34.206062,N,359,686,0,-0.431525,34.206062,NA,NA,495,TRUE
Nairobi,NA,NA,-1.338882,36.8653,N,356,695,0,-1.338882,36.8653,NA,NA,496,TRUE
Kibale,NA,NA,0.56045,30.3575,N,363,674,0,0.56045,30.3575,NA,NA,497,TRUE
Merredin,NA,NA,-31.493056,118.226389,N,235,955,0,-31.493056,118.226389,NA,NA,498,TRUE
Ji_Parana_SE,NA,NA,-10.93425,-61.851517,N,317,379,0,-10.93425,-61.851517,NA,NA,499,TRUE
La_Paz,NA,NA,-16.539,-68.066467,N,295,359,0,-16.539,-68.066467,NA,NA,500,TRUE
Tamanrasset_INM,NA,NA,22.79,5.53,N,452,595,0,22.79,5.53,NA,NA,501,TRUE
Tamanrasset_TMP,NA,NA,22.79,5.53,N,452,595,0,22.79,5.53,NA,NA,502,TRUE
USDA-BARC,NA,NA,39.03127,-76.93218,N,517,331,0,39.03127,-76.93218,NA,NA,503,TRUE
Xinglong,NA,NA,40.396389,117.578333,N,523,953,0,40.396389,117.578333,NA,NA,504,TRUE
T2_MAX_MEX,NA,NA,20.010183,-98.9088,N,441,260,0,20.010183,-98.9088,NA,NA,505,TRUE
Tampico_MAX_MEX,NA,NA,22.278283,-97.864167,N,450,264,0,22.278283,-97.864167,NA,NA,506,TRUE
Tudor_Hill,NA,NA,32.264,-64.879,N,490,369,0,32.264,-64.879,NA,NA,507,TRUE
Veracruz_MAX_MEX,NA,NA,19.144444,-96.186667,N,438,269,0,19.144444,-96.186667,NA,NA,508,TRUE
Ras_El_Ain,NA,NA,31.670278,-7.599444,N,488,553,0,31.670278,-7.599444,NA,NA,509,TRUE
Lulin,NA,NA,23.468611,120.873611,N,455,964,0,23.468611,120.873611,NA,NA,510,TRUE
EVK2-CNR,NA,NA,27.95775,86.814936,N,473,855,0,27.95775,86.814936,NA,NA,511,TRUE
Ny_Alesund,NA,NA,78.929433,11.86085,N,677,615,0,78.929433,11.86085,NA,NA,512,TRUE
Guam,NA,NA,13.430617,144.800783,N,415,1040,0,13.430617,144.800783,NA,NA,513,TRUE
Adelaide_Site_7,NA,NA,-34.725067,138.656483,N,222,1021,0,-34.725067,138.656483,NA,NA,514,TRUE
Gandhi_College,NA,NA,25.871,84.127944,N,464,846,0,25.871,84.127944,NA,NA,515,TRUE
Helsinki_Lighthouse,NA,NA,59.94897,24.92636,N,601,657,0,59.94897,24.92636,NA,NA,516,TRUE
Milyering,NA,NA,-22.02919,113.92308,N,273,942,0,-22.02919,113.92308,NA,NA,517,TRUE
Richland,NA,NA,46.34,-119.28,N,546,195,0,46.34,-119.28,NA,NA,518,TRUE
Chapais,NA,NA,49.822433,-74.9754,N,560,337,0,49.822433,-74.9754,NA,NA,519,TRUE
EPA-NCU,NA,NA,24.967533,121.185483,N,461,965,0,24.967533,121.185483,NA,NA,520,TRUE
Sevastopol,NA,NA,44.615833,33.517333,N,539,684,0,44.615833,33.517333,NA,NA,521,TRUE
Smith_Island_CBF,NA,NA,37.969183,-76.02385,N,513,334,0,37.969183,-76.02385,NA,NA,522,TRUE
Niamey,NA,NA,13.481389,2.172222,N,415,584,0,13.481389,2.172222,NA,NA,523,TRUE
Brussels,NA,NA,50.783332,4.35,N,564,591,0,50.783332,4.35,NA,NA,524,TRUE
Muscat,NA,NA,23.606383,58.435667,N,455,764,0,23.606383,58.435667,NA,NA,525,TRUE
