sitename,Country or Area Name,Full Address,Latitude,Longitude,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,stationid,locationId,country,sensorType,continent,sensorId
CA_79,Canada,Toronto North,43.78043,-79.467397,Y,536,323,,43.78043,-79.467397,,105610,1274949,CA,reference grade,north_america,6553645
CA_81,Canada,Oshawa,43.95222,-78.9125,Y,537,324,,43.95222,-78.9125,,105612,1274947,CA,reference grade,north_america,6553666
Yasothon,Thailand,Phaya Thaen Public Park,15.783861,104.154639,Y,424,910,,15.783861,104.154639,,105613,1650687,TH,reference grade,southeast_asia,7093739
Sing_Buri,Thailand,SINGBURI SCHOOL,14.8933874,100.4130773,Y,421,898,,14.8933874,100.4130773,,105614,1650688,TH,reference grade,southeast_asia,7093743
National_automated_monitoring_network_(SIS),Poland,Uhelna,50.86623383,14.90244961,Y,564,625,,50.86623383,14.90244961,,105616,2162165,PL,reference grade,unknown,7775528
Via_Feltrino___Chieti_(CH),Italy,Scuola Antonelli,42.34611,14.13778,Y,530,622,,42.34611,14.13778,,105618,2162994,IT,reference grade,europe,7852818
SS_16__loc_Stadio___Francavilla_al_Mare_(CH),Italy,Francavilla,42.42139,14.27917,Y,531,623,,42.42139,14.27917,,105619,2162992,IT,reference grade,europe,7852816
Little_Rock_North_Little_Rock_2,United States,ADEQ-DSR,34.681156,-92.328501,Y,500,282,,34.681156,-92.328501,,105620,2052777,US,reference grade,north_america,7642142
Via__Sangro___Castel_di_Sangro_(AQ),Italy,Castel di Sangro,41.77944,14.10361,Y,528,622,,41.77944,14.10361,,105621,2162938,IT,reference grade,europe,7852822
ROGNAC,France,Rognac les Brets,43.510803,5.220046,Y,535,594,,43.510803,5.220046,,105623,2162704,FR,reference grade,europe,7773979
CA_82,Canada,Oakville,43.486917,-79.702278,Y,535,322,,43.486917,-79.702278,,105624,1274946,CA,reference grade,north_america,6553697
CA_83,Canada,Newmarket,44.044306,-79.48325,Y,537,323,,44.044306,-79.48325,,105625,1274945,CA,reference grade,north_america,6553690
CA_84,Canada,Brampton,43.669911,-79.766589,Y,536,322,,43.669911,-79.766589,,105627,1274941,CA,reference grade,north_america,6553685
Amnat_Charoen,Thailand,Amnat Charoen Municipality,15.8758,104.6223,Y,425,912,,15.8758,104.6223,,105630,1785688,TH,reference grade,southeast_asia,7338554
Kalasin,Thailand,KAENG DON KLANG PARK,16.4436,103.513,Y,427,908,,16.4436,103.513,,105631,1785690,TH,reference grade,southeast_asia,7338537
Nakhon_Nayok,Thailand,Nakhon Nayok Municipality Public Health Service Center,14.20422,101.21509,Y,418,901,,14.20422,101.21509,,105633,1785691,TH,reference grade,southeast_asia,7338558
Bueng_Kan,Thailand,Nong Bueng Kan Park,18.362008,103.65977,Y,434,909,,18.362008,103.65977,,105634,1785692,TH,reference grade,southeast_asia,7338540
Surin,Thailand,Surin Meteorological Center,14.8762222,103.4965833,Y,421,908,,14.8762222,103.4965833,,105635,1785694,TH,reference grade,southeast_asia,7338551
Sisaket,Thailand,Sisaket Meteorological Center,15.087087,104.326787,Y,421,911,,15.087087,104.326787,,105636,1873401,TH,reference grade,southeast_asia,7443668
Rede_de_Qualidade_do_Ar_de_Lisboa_e_Vale_do_Tejo_7,Portugal,Fernando P????,38.635556,-8.690556,Y,516,549,,38.635556,-8.690556,,105637,8023,PT,reference grade,unknown,23265
via_fanin,Italy,Torchiarolo ENEL,40.48944,18.04722,Y,523,635,,40.48944,18.04722,,105638,8630,IT,reference grade,europe,25056
Idaho_Falls,United States,Idaho Falls PM2.5,43.464696,-112.046503,Y,535,218,,43.464696,-112.046503,,105639,8631,US,reference grade,north_america,25058
ALBERTA_21,Canada,Calgary Northwest,51.0814,-114.1403,Y,565,212,,51.0814,-114.1403,,105640,571,CA,reference grade,north_america,1002
ALBERTA_22,Canada,Syncrude UE1,57.149,-111.642,Y,590,220,,57.149,-111.642,,105641,569,CA,reference grade,north_america,999
ALBERTA_23,Canada,Medicine Hat - Cresc,50.0492,-110.6814,Y,561,223,,50.0492,-110.6814,,105642,546,CA,reference grade,north_america,954
Quilicura,Chile,Quilicura,-33.34962693,-70.72379261,Y,228,351,,-33.34962693,-70.72379261,,105643,2268,CL,reference grade,south_america,4088
Erfurt_2,Germany,Erfurt Heinrichstr,50.972331,11.010446,Y,565,612,,50.972331,11.010446,,105644,8133,DE,reference grade,europe,23642
ALBERTA_24,Canada,Fort Chipewyan,58.7083,-111.1764,Y,596,221,,58.7083,-111.1764,,105645,509,CA,reference grade,north_america,874
Koblenz,Germany,Koblenz-Friedrich-Ebert-Ring,50.354403,7.596633,Y,562,601,,50.354403,7.596633,,105646,3112,DE,reference grade,europe,6644
DE_36,Germany,M????¦nchen/Lothstra????e,48.154534,11.554669,Y,554,614,,48.154534,11.554669,,105647,3113,DE,reference grade,europe,5078372
Bad_Belzig,Germany,L????¦tte (Belzig),52.194225,12.561389,Y,570,617,,52.194225,12.561389,,105648,3115,DE,reference grade,europe,6649
DE_37,Germany,V????lklingen-City Stadionstr.,49.254344,6.867744,Y,558,599,,49.254344,6.867744,,105649,3122,DE,reference grade,europe,9445105
Rothenklempenow,Germany,L????cknitz,53.520456,14.257407,Y,575,623,,53.520456,14.257407,,105650,3125,DE,reference grade,europe,6677
Worcester,United States,Worcester,42.263901,-71.794701,Y,530,347,,42.263901,-71.794701,,105651,507,US,reference grade,north_america,868
DE_38,Germany,M????¦nster Weseler Stra????e,51.953278,7.619377,Y,569,601,,51.953278,7.619377,,105652,3127,DE,reference grade,europe,1300235
Coburg,Germany,Coburg/Lossaustra????e,50.260578,10.959312,Y,562,612,,50.260578,10.959312,,105653,3137,DE,reference grade,europe,6725
Speyer,Germany,Speyer-Nord,49.351124,8.423,Y,558,604,,49.351124,8.423,,105654,3138,DE,reference grade,europe,6728
Wiesbaden,Germany,Wiesbaden S????¦d,50.050343,8.244949,Y,561,603,,50.050343,8.244949,,105655,3141,DE,reference grade,europe,23564
DE_39,Germany,Gie????en Westanlage,50.584108,8.668579,Y,563,605,,50.584108,8.668579,,105656,3160,DE,reference grade,europe,6798
DE_40,Germany,N????¦rnberg/Muggenhof,49.462229,11.0248,Y,559,612,,49.462229,11.0248,,105657,3162,DE,reference grade,europe,6933
Arzberg,Germany,Arzberg/Egerstra????e,50.058195,12.18865,Y,561,616,,50.058195,12.18865,,105658,3164,DE,reference grade,europe,6800
ONTARIO_25,Canada,Kingston,44.219867,-76.521128,Y,538,332,,44.219867,-76.521128,,105659,8652,CA,reference grade,north_america,25097
Bamberg,Germany,Bamberg/L????wenbr????¦cke,49.89833,10.887686,Y,561,612,,49.89833,10.887686,,105660,3166,DE,reference grade,europe,6836
Suhl,Germany,Suhl F.-K????nig-Str,50.61153,10.693092,Y,563,611,,50.61153,10.693092,,105661,3167,DE,reference grade,europe,6351130
Duisburg,Germany,Duisburg-Bruckhausen,51.485492,6.735431,Y,567,599,,51.485492,6.735431,,105662,3168,DE,reference grade,europe,11643
Heppenheim,Germany,Heppenheim Lehrstra????e,49.643238,8.642,Y,560,605,,49.643238,8.642,,105663,3172,DE,reference grade,europe,6818
DE_41,Germany,N????¦rnberg/Bahnhof,49.44591,11.088444,Y,559,612,,49.44591,11.088444,,105664,3185,DE,reference grade,europe,23663
Kassel,Germany,Kassel F????¦nffensterstra????e,51.312076,9.49112,Y,566,607,,51.312076,9.49112,,105665,3208,DE,reference grade,europe,2008928
DE_42,Germany,Osnabr????¦ck,52.25534,8.05286,Y,570,603,,52.25534,8.05286,,105666,3209,DE,reference grade,europe,6921
Passau_2,Germany,Passau/Stelzhamerstra????e,48.573629,13.422039,Y,555,620,,48.573629,13.422039,,105667,3210,DE,reference grade,europe,6959
Jackerath,Germany,Jackerath,51.033834,6.451483,Y,565,598,,51.033834,6.451483,,105668,3211,DE,reference grade,europe,2010539
Lindau_(Bodensee),Germany,Lindau (Bodensee)/Friedrichshafener Stra????e,47.557473,9.688869,Y,551,608,,47.557473,9.688869,,105669,3213,DE,reference grade,europe,6953
ALBERTA_25,Canada,Fort McKay,57.1889,-111.6406,Y,590,220,,57.1889,-111.6406,,105670,505,CA,reference grade,north_america,865
Pforzheim,Germany,Pforzheim,48.889039,8.665536,Y,557,605,,48.889039,8.665536,,105671,3372,DE,reference grade,europe,1300261
Riverton_2,United States,South Pass,42.5275,-108.7203,Y,531,229,,42.5275,-108.7203,,105672,9669,US,reference grade,north_america,29933
Bishkek,Kyrgyzstan,US Diplomatic Post: Bishkek,42.8273,74.5833,Y,532,816,,42.8273,74.5833,,105674,8225,KG,reference grade,central_asia,23972
Via_caduti_sul_lavoro___Calusco_d_Adda_(BG),Italy,CALUSCO,45.683333,9.466667,Y,544,607,,45.683333,9.466667,,105678,8278,IT,reference grade,europe,7772850
ONTARIO_26,Canada,Sudbury,46.491941,-81.003105,Y,547,318,,46.491941,-81.003105,,105679,8867,CA,reference grade,north_america,25884
PLYMOUTH,United States,Brockton,42.065119,-71.012686,Y,529,350,,42.065119,-71.012686,,105680,466,US,reference grade,north_america,808
ALBERTA_26,Canada,RED DEER RIVERSIDE D,52.2989,-113.7942,Y,570,213,,52.2989,-113.7942,,105682,390,CA,reference grade,north_america,680
Wuppertal_2,Germany,Wuppertal Gathe,51.260684,7.147378,Y,566,600,,51.260684,7.147378,,105683,3111,DE,reference grade,europe,6460104
Kaiserslautern,Germany,Kaiserslautern-Rathausplatz,49.446,7.7673,Y,559,602,,49.446,7.7673,,105684,3097,DE,reference grade,europe,5078400
Potsdam_3,Germany,"Potsdam, Gro???? Glienicke",52.484168,13.123698,Y,571,619,,52.484168,13.123698,,105685,3096,DE,reference grade,europe,23604
Hamburg_4,Germany,Hamburg Veddel,53.523262,10.021227,Y,575,609,,53.523262,10.021227,,105686,3095,DE,reference grade,europe,6592
DE_43,Germany,M????¦nchen/Johanneskirchen,48.173194,11.648036,Y,554,614,,48.173194,11.648036,,105687,3093,DE,reference grade,europe,6597
Karlsruhe,Germany,Karlsruhe-Nordwest,49.028594,8.355628,Y,557,604,,49.028594,8.355628,,105688,3092,DE,reference grade,europe,1300236
DE_44,Germany,T????¦bingen,48.507703,9.051178,Y,555,606,,48.507703,9.051178,,105689,3086,DE,reference grade,europe,1300258
Ruhwinkel,Germany,Bornh????ved,54.09323,10.240596,Y,577,610,,54.09323,10.240596,,105690,3084,DE,reference grade,europe,6573
DE_45,Germany,K????ln-Chorweiler,51.019338,6.884571,Y,565,599,,51.019338,6.884571,,105691,3083,DE,reference grade,europe,9445114
Borken,Germany,Borken-Gemen,51.862042,6.874469,Y,568,599,,51.862042,6.874469,,105692,3082,DE,reference grade,europe,1562206
Oberhausen_2,Germany,Oberhausen M????¦lheimer Stra????e 117,51.474935,6.863629,Y,567,599,,51.474935,6.863629,,105693,3073,DE,reference grade,europe,1292727
Bernau_bei_Berlin,Germany,"Bernau, Lohm????¦hlenstr.",52.677651,13.582269,Y,572,620,,52.677651,13.582269,,105694,3070,DE,reference grade,europe,6540
DE_46,Germany,M????¦hlhausen Bastmarkt,51.207944,10.450997,Y,566,610,,51.207944,10.450997,,105695,3069,DE,reference grade,europe,7147426
Mainz_2,Germany,Mainz-Zitadelle,49.995016,8.273979,Y,561,603,,49.995016,8.273979,,105696,3053,DE,reference grade,europe,6531
Meiningen,Germany,Drei????igacker,50.561754,10.375299,Y,563,610,,50.561754,10.375299,,105697,3052,DE,reference grade,europe,2008270
Potsdam_4,Germany,"Potsdam, Gro????beerenstr.",52.388869,13.094618,Y,571,619,,52.388869,13.094618,,105698,3050,DE,reference grade,europe,5078552
Schwerte,Germany,Schwerte,51.448797,7.582247,Y,567,601,,51.448797,7.582247,,105699,3038,DE,reference grade,europe,11758
Aachen,Germany,Aachen Wilhelmstra????e,50.773126,6.09576,Y,564,597,,50.773126,6.09576,,105700,3036,DE,reference grade,europe,23611
DE_47,Germany,D????¦sseldorf-L????rick,51.249214,6.732353,Y,566,599,,51.249214,6.732353,,105701,3035,DE,reference grade,europe,5078883
Yuba_City,United States,Yuba City,39.13868,-121.61884,Y,518,188,,39.13868,-121.61884,,105702,8900,US,reference grade,north_america,25964
Los_Angeles,Chile,Los ????ngeles Oriente,-37.46303506,-72.32457516,Y,211,346,,-37.46303506,-72.32457516,,105703,270,CL,reference grade,south_america,454
Ansbach,Germany,Ansbach/Residenzstra????e,49.304889,10.572297,Y,558,611,,49.304889,10.572297,,105704,3034,DE,reference grade,europe,6451
Albuquerque_5,United States,North Valley,35.187801,-106.603897,Y,502,236,,35.187801,-106.603897,,105705,8708,US,reference grade,north_america,25309
BERKSHIRE,United States,NorthAdams,42.702223,-73.110414,Y,532,343,,42.702223,-73.110414,,105706,8709,US,reference grade,north_america,25310
Corso_Gastaldi__16,Italy,Vercelli - Gastaldi,45.3284,8.4151,Y,542,604,,45.3284,8.4151,,105707,8399,IT,reference grade,europe,9323266
Via_Pio_XI___Salerno_(SA),Italy,SA22 Ospedale via Vernieri,40.68389,14.76972,Y,524,624,,40.68389,14.76972,,105709,8407,IT,reference grade,europe,24409
CZ_21,Czechia,Mlada Boleslav,50.42864609,14.91385937,Y,563,625,,50.42864609,14.91385937,,105710,4365,CZ,reference grade,unknown,10742
Sedlec,Czechia,Mikulov-Sedlec,48.79176712,16.72449684,Y,556,631,,48.79176712,16.72449684,,105711,4366,CZ,reference grade,unknown,10753
Teplice,Czechia,Teplice,50.64527893,13.8512497,Y,564,621,,50.64527893,13.8512497,,105712,4368,CZ,reference grade,unknown,5078427
Znojmo,Czechia,Znojmo,48.84295654,16.06012726,Y,556,628,,48.84295654,16.06012726,,105713,4388,CZ,reference grade,unknown,10804
Praha_2,Czechia,Praha 5-Stodulky,50.04613113,14.33141327,Y,561,623,,50.04613113,14.33141327,,105714,4390,CZ,reference grade,unknown,10815
CZ_22,Czechia,Havirov,49.79097748,18.40683556,Y,560,636,,49.79097748,18.40683556,,105715,4391,CZ,reference grade,unknown,10827
Praha_3,Czechia,Praha 2-Riegrovy sady,50.08148193,14.4426918,Y,561,623,,50.08148193,14.4426918,,105716,4400,CZ,reference grade,unknown,10853
CZ_23,Czechia,Hradec Kralove-Brnen,50.19536209,15.84637642,Y,562,628,,50.19536209,15.84637642,,105717,4402,CZ,reference grade,unknown,10870
CZ_24,Czechia,Kamenny Ujezd,49.72200012,13.6185379,Y,560,621,,49.72200012,13.6185379,,105718,4418,CZ,reference grade,unknown,10907
Brno,Czechia,Brno-Turany,49.14897156,16.69621658,Y,558,630,,49.14897156,16.69621658,,105719,4422,CZ,reference grade,unknown,10920
Brno_2,Czechia,Brno-Lisen,49.21321106,16.67802429,Y,558,630,,49.21321106,16.67802429,,105720,4424,CZ,reference grade,unknown,10925
CZ_25,Czechia,Valasske Mezirici,49.47205734,17.96697617,Y,559,634,,49.47205734,17.96697617,,105721,4435,CZ,reference grade,unknown,10969
CZ_26,Czechia,Lom,50.58576584,13.67341805,Y,563,621,,50.58576584,13.67341805,,105722,4451,CZ,reference grade,unknown,11006
PL_49,Poland,Vernovice,49.9246788,18.42287254,Y,561,636,,49.9246788,18.42287254,,105723,4452,PL,reference grade,unknown,11014
Beroun,Czechia,Beroun,49.9579277,14.05830002,Y,561,622,,49.9579277,14.05830002,,105724,4453,CZ,reference grade,unknown,11017
Konstanz,Switzerland,Konstanz,47.664361,9.169289,Y,552,606,,47.664361,9.169289,,105725,4467,CH,reference grade,unknown,1300259
Tauberbischofsheim,Germany,Tauberbischofsheim,49.634841,9.657919,Y,560,608,,49.634841,9.657919,,105726,4468,DE,reference grade,europe,1300267
DE_48,Germany,G????rtringen,48.645608,8.904442,Y,556,605,,48.645608,8.904442,,105727,4475,DE,reference grade,europe,1300253
Eggenstein_Leopoldsh,Germany,Eggenstein,49.07655,8.40666,Y,557,604,,49.07655,8.40666,,105728,4480,DE,reference grade,europe,1300249
Heidelberg,Germany,Heidelberg,49.419528,8.6767,Y,559,605,,49.419528,8.6767,,105729,4486,DE,reference grade,europe,1300254
Wiesloch,Germany,Wiesloch,49.300731,8.700103,Y,558,605,,49.300731,8.700103,,105730,4487,DE,reference grade,europe,1300248
Neuenburg_am_Rhein,Germany,Neuenburg,47.819019,7.567969,Y,552,601,,47.819019,7.567969,,105731,4502,DE,reference grade,europe,1300232
Ludwigsburg,Germany,Ludwigsburg,48.899233,9.172792,Y,557,606,,48.899233,9.172792,,105732,4503,DE,reference grade,europe,1300260
Augsburg_2,Germany,Augsburg/LfU,48.326013,10.903051,Y,554,612,,48.326013,10.903051,,105733,4522,DE,reference grade,europe,11176
FRESNO_3,United States,Tranquillity,36.6324,-120.3822,Y,508,192,,36.6324,-120.3822,,105734,8416,US,reference grade,north_america,24437
Mehring,Germany,Mehring/Sportplatz,48.182835,12.781387,Y,554,618,,48.182835,12.781387,,105735,4531,DE,reference grade,europe,5078394
Tiefenbach,Germany,Tiefenbach/Altenschneeberg,49.438464,12.548869,Y,559,617,,49.438464,12.548869,,105736,4544,DE,reference grade,europe,11258
Stuttgart_2,Germany,Stuttgart Am Neckartor,48.7881,9.19101,Y,556,606,,48.7881,9.19101,,105737,4567,DE,reference grade,europe,5078792
Karlsruhe_2,Germany,Karlsruhe Reinhold-Frank-Stra????e,49.00796,8.38719,Y,557,604,,49.00796,8.38719,,105738,4581,DE,reference grade,europe,5078705
Berlin_9,Germany,Berlin Grunewald (3.5 m),52.473192,13.225144,Y,571,619,,52.473192,13.225144,,105739,4582,DE,reference grade,europe,1300113
Friedrichshafen,Germany,Friedrichshafen,47.660056,9.485675,Y,552,607,,47.660056,9.485675,,105740,4583,DE,reference grade,europe,1300257
Stuttgart_3,Germany,Stuttgart Arnulf-Klett-Platz,48.78313,9.18072,Y,556,606,,48.78313,9.18072,,105741,4613,DE,reference grade,europe,5079047
Aschaffenburg,Germany,Aschaffenburg/Bussardweg,49.991518,9.117973,Y,561,606,,49.991518,9.117973,,105742,4614,DE,reference grade,europe,11453
Fayetteville_Springdale_Rogers,United States,SPRNGDLE,36.1797,-94.1167,Y,506,276,,36.1797,-94.1167,,105743,2045,US,reference grade,north_america,5077856
Elsdorf,Germany,Elsdorf-Berrendorf,50.927107,6.582205,Y,565,598,,50.927107,6.582205,,105745,4675,DE,reference grade,europe,1300229
Oldenburg_(Oldb),Germany,Oldenburg Heiligengeistwall,53.142836,8.212084,Y,574,603,,53.142836,8.212084,,105746,4677,DE,reference grade,europe,11669
Goslar,Germany,Oker/Harlingerode,51.90158,10.48132,Y,569,611,,51.90158,10.48132,,105747,4678,DE,reference grade,europe,23681
Erfurt_3,Germany,Erfurt Bautzener Weg,50.993127,11.056578,Y,565,612,,50.993127,11.056578,,105748,4679,DE,reference grade,europe,23645
Erfurt_4,Germany,Erfurt Bergstr.,50.984874,11.019353,Y,565,612,,50.984874,11.019353,,105749,4680,DE,reference grade,europe,23638
DE_49,Germany,Saalfeld,50.651182,11.368875,Y,564,613,,50.651182,11.368875,,105750,4690,DE,reference grade,europe,1562101
Neuruppin,Germany,Neuruppin,52.93189,12.809481,Y,573,618,,52.93189,12.809481,,105751,4691,DE,reference grade,europe,23632
Neuhaus_am_Rennweg,Germany,Neuhaus,50.499955,11.134593,Y,563,613,,50.499955,11.134593,,105752,4692,DE,reference grade,europe,2008276
Magdeburg,Germany,Magdeburg/West,52.127899,11.611464,Y,570,614,,52.127899,11.611464,,105755,4707,DE,reference grade,europe,11786
Magdeburg_2,Germany,Magdeburg/Guericke-Stra.,52.131742,11.631919,Y,570,614,,52.131742,11.631919,,105756,4708,DE,reference grade,europe,18262
Magdeburg_3,Germany,Magdeburg Schleinufer,52.12076,11.632669,Y,569,614,,52.12076,11.632669,,105757,4709,DE,reference grade,europe,6652138
Burg,Germany,Burg,52.268354,11.864763,Y,570,615,,52.268354,11.864763,,105758,4711,DE,reference grade,europe,11797
Bremerhaven,Germany,Bremerhaven-Hansastra????e,53.562455,8.569405,Y,575,604,,53.562455,8.569405,,105759,4713,DE,reference grade,europe,11810
Bremen_3,Germany,Bremen-Ost,53.060045,8.916966,Y,573,606,,53.060045,8.916966,,105760,4714,DE,reference grade,europe,11816
Bernburg_(Saale),Germany,Bernburg,51.803534,11.738962,Y,568,615,,51.803534,11.738962,,105761,4729,DE,reference grade,europe,8613025
Bebra,Germany,Bebra,50.970024,9.80026,Y,565,608,,50.970024,9.80026,,105762,4731,DE,reference grade,europe,7147427
Limburg_a.d.,Germany,Limburg Schiede,50.386426,8.059909,Y,563,603,,50.386426,8.059909,,105763,4732,DE,reference grade,europe,1312653
Limburg_a.d._Lahn,Germany,Limburg,50.383217,8.060998,Y,563,603,,50.383217,8.060998,,105764,4733,DE,reference grade,europe,2008932
Flensburg,Germany,Flensburg,54.78143,9.43809,Y,580,607,,54.78143,9.43809,,105765,4744,DE,reference grade,europe,11923
Rinteln,Germany,Weserbergland,52.17017,9.06255,Y,570,606,,52.17017,9.06255,,105766,4745,DE,reference grade,europe,11929
Wetzlar,Germany,Wetzlar,50.567185,8.500619,Y,563,604,,50.567185,8.500619,,105767,4746,DE,reference grade,europe,9445112
Wiesbaden_2,Germany,Wiesbaden Ringkirche,50.077191,8.230316,Y,561,603,,50.077191,8.230316,,105768,4747,DE,reference grade,europe,11939
Wiesbaden_3,Germany,Wiesbaden Schiersteiner Stra????e,50.072119,8.228865,Y,561,603,,50.072119,8.228865,,105769,4748,DE,reference grade,europe,23615
Wittenberg_2,Germany,Wittenberg/Bahnstrasse,51.870852,12.663663,Y,568,618,,51.870852,12.663663,,105770,4751,DE,reference grade,europe,7678123
Berlin_10,Germany,Berlin Mariendorfer Damm,52.438115,13.38772,Y,571,620,,52.438115,13.38772,,105771,4764,DE,reference grade,europe,1300109
Berlin_11,Germany,Berlin Frankfurter Allee,52.514072,13.469931,Y,571,620,,52.514072,13.469931,,105772,4767,DE,reference grade,europe,1300111
Berlin_12,Germany,Berlin Friedrichshagen,52.447697,13.64705,Y,571,621,,52.447697,13.64705,,105773,4768,DE,reference grade,europe,1300116
Fulda_2,Germany,Fulda Petersberger Stra????e,50.550028,9.684854,Y,563,608,,50.550028,9.684854,,105774,4770,DE,reference grade,europe,12012
DE_50,Germany,Kleiner Feldberg,50.221941,8.446079,Y,562,604,,50.221941,8.446079,,105775,4780,DE,reference grade,europe,6351128
DE_51,Germany,Garz,54.323514,13.342138,Y,578,620,,54.323514,13.342138,,105776,4781,DE,reference grade,europe,1300020
Kiel_2,Germany,Kiel-Bahnhofstr. Verk.,54.304676,10.135158,Y,578,609,,54.304676,10.135158,,105777,4784,DE,reference grade,europe,12058
Edertal,Germany,Kellerwald,51.154843,9.031754,Y,566,606,,51.154843,9.031754,,105778,4785,DE,reference grade,europe,9445108
Kassel_2,Germany,Kassel Mitte,51.314248,9.483397,Y,566,607,,51.314248,9.483397,,105779,4786,DE,reference grade,europe,2008930
Jena,Germany,Jena Dammstr.,50.933513,11.597062,Y,565,614,,50.933513,11.597062,,105780,4787,DE,reference grade,europe,1562100
Madera,United States,Madera-City,36.9533,-120.0341,Y,509,193,,36.9533,-120.0341,,105781,8457,US,reference grade,north_america,24551
BERKSHIRE_2,United States,PittsfieldES,42.452299,-73.239648,Y,531,343,,42.452299,-73.239648,,105782,8738,US,reference grade,north_america,25491
FRESNO_4,United States,Huron,36.1994,-120.0991,Y,506,193,,36.1994,-120.0991,,105783,8461,US,reference grade,north_america,24574
TULARE_2,United States,Porterville-NFS,36.0319,-119.055,Y,505,196,,36.0319,-119.055,,105784,8463,US,reference grade,north_america,24578
KERN_2,United States,Lebec,34.8416,-118.8647,Y,500,197,,34.8416,-118.8647,,105785,8467,US,reference grade,north_america,24587
Coyhaique_2,Chile,Coyhaique,-45.57996448,-72.06112599,Y,179,346,,-45.57996448,-72.06112599,,105786,1984,CL,reference grade,south_america,3510
Puerto_Varas,Chile,Puerto Varas,-41.32893509,-72.96820876,Y,196,344,,-41.32893509,-72.96820876,,105787,9344,CL,reference grade,south_america,28507
Huasco,Chile,EME F,-28.466423,-71.22155428,Y,247,349,,-28.466423,-71.22155428,,105788,9347,CL,reference grade,south_america,34881
Coronel,Chile,Coronel Norte,-37.00902134,-73.14909697,Y,213,343,,-37.00902134,-73.14909697,,105791,9375,CL,reference grade,south_america,36190
Hamburg_5,Germany,Hamburg Sternschanze,53.56414,9.967882,Y,575,609,,53.56414,9.967882,,105792,3015,DE,reference grade,europe,5078709
CL_7,Chile,Vialidad,-45.40680023,-72.69625962,Y,179,344,,-45.40680023,-72.69625962,,105793,5307,CL,reference grade,south_america,13804
Stockton_3,United States,Manteca,37.8027,-121.2208,Y,512,189,,37.8027,-121.2208,,105794,5368,US,reference grade,north_america,13962
Hamburg_6,Germany,Hamburg Wilhelmsburg,53.50793,9.990569,Y,575,609,,53.50793,9.990569,,105795,3014,DE,reference grade,europe,6616
DE_52,Germany,Kempten (Allg????u)/Westendstra????e,47.72514,10.306561,Y,552,610,,47.72514,10.306561,,105796,3013,DE,reference grade,europe,5078838
Kleinwallstadt,Germany,Kleinwallstadt/Hofstetter Stra????e,49.869422,9.171544,Y,560,606,,49.869422,9.171544,,105797,3011,DE,reference grade,europe,6406
DE_53,Germany,G????¦strow,53.78175,12.175512,Y,576,616,,53.78175,12.175512,,105798,2968,DE,reference grade,europe,6287
DE_54,Germany,Wei????enfels/Am Krug,51.197249,11.96096,Y,566,615,,51.197249,11.96096,,105799,2965,DE,reference grade,europe,6934
Bottrop,Germany,Bottrop-Welheim,51.525955,6.97688,Y,567,599,,51.525955,6.97688,,105800,2964,DE,reference grade,europe,6351137
DE_55,Germany,Eisenh????¦ttenstadt,52.146264,14.638166,Y,570,624,,52.146264,14.638166,,105801,2963,DE,reference grade,europe,6963
Bangkok_37,Thailand,Chulalongkorn Hospital,13.729852,100.536501,Y,416,899,,13.729852,100.536501,,105803,5545,TH,reference grade,southeast_asia,1304222
Valdivia,Chile,Valdivia,-39.8313161,-73.22851282,Y,202,343,,-39.8313161,-73.22851282,,105804,990,CL,reference grade,south_america,1790
Santa_Rosa_Petaluma,United States,Sebastopol,38.403765,-122.818294,Y,515,184,,38.403765,-122.818294,,105805,1935,US,reference grade,north_america,3419
Pudahuel,Chile,Pudahuel,-33.43781138,-70.75017123,Y,227,351,,-33.43781138,-70.75017123,,105806,967,CL,reference grade,south_america,4100
Tucson_5,United States,Coachline,32.3806,-111.1272,Y,491,221,,32.3806,-111.1272,,105807,1916,US,reference grade,north_america,3390
Quintero_3,Chile,Loncura,-32.79496842,-71.49609907,Y,230,348,,-32.79496842,-71.49609907,,105808,6035,CL,reference grade,south_america,16363
Frankfurt_(Oder)_2,Germany,Frankfurt (Oder),52.33468,14.52596,Y,570,623,,52.33468,14.52596,,105809,2941,DE,reference grade,europe,23619
Hagen,Germany,Hagen Graf-von-Galen-Ring,51.362818,7.46355,Y,566,601,,51.362818,7.46355,,105810,2916,DE,reference grade,europe,5078830
CL_8,Chile,Los Maitenes,-32.764139,-71.454494,Y,230,348,,-32.764139,-71.454494,,105811,941,CL,reference grade,south_america,36131
Sacramento__Arden_Arcade__Roseville_10,United States,Roseville - N.Sunris,38.74643,-121.26498,Y,516,189,,38.74643,-121.26498,,105812,8779,US,reference grade,north_america,25600
CL_9,Chile,Ventanas,-32.74181596,-71.4808829,Y,230,348,,-32.74181596,-71.4808829,,105813,7034,CL,reference grade,south_america,20387
GLENN,United States,Willows-Colusa,39.53387,-122.190834,Y,519,186,,39.53387,-122.190834,,105814,893,US,reference grade,north_america,1630
MIDDLESEX,United States,ChelmsfordNR,42.612113,-71.307519,Y,531,349,,42.612113,-71.307519,,105815,8786,US,reference grade,north_america,25615
Vila_Real,Portugal,Douro Norte,41.371389,-7.790833,Y,526,552,,41.371389,-7.790833,,105816,7195,PT,reference grade,unknown,20722
